30.0,1.0,1.0,2154.0,1.0,-119.96082702676458,-95.94900335023802,2.6836473178667886,10
32.0,2.0,2.0,2228.0,2.0,-124.31551255069121,-76.99628549029762,34.02461587912253,10
25.0,3.0,3.0,2100.0,3.0,-108.1417013835093,-81.92744565254617,-4.610493798296506,10
30.0,4.0,0.0,2291.0,1.0,-118.21991640899778,-54.70629872562144,34.19728527910098,10
31.0,5.0,4.0,1493.0,4.0,116.81275152336548,-27.524747047339147,5.3287397998634844,10
26.0,6.0,5.0,1458.0,3.0,117.77500495871733,-23.5906244314501,-6.413350106266519,10
26.0,7.0,6.0,2162.0,5.0,-113.61295070608702,-44.15302060550451,11.891477384083457,10
28.0,8.0,3.0,2143.0,1.0,-105.88605762181935,-61.63227699232569,41.11016052825838,10
26.0,6.0,7.0,2096.0,2.0,-106.91596659110354,-79.39385434045909,-5.761034323273329,10
27.0,4.0,1.0,2165.0,6.0,-116.5622312441879,10.538425090697745,19.545651093167077,10
28.0,4.0,3.0,2038.0,7.0,-72.11405233708376,68.07017940714559,23.235097314269286,10
29.0,0.0,8.0,1961.0,1.0,-78.53923561864266,-86.62056364753127,41.80198467833892,10
31.0,5.0,1.0,2153.0,6.0,-87.89518814895692,66.75223954867909,15.92796746605896,10
23.0,0.0,7.0,2063.0,1.0,-105.4711157892668,-96.36918074651815,7.950522390811548,10
24.0,9.0,9.0,1290.0,3.0,153.38902482505463,-23.658736891715666,-10.571939343544752,10
25.0,6.0,6.0,1282.0,3.0,147.9199999491167,-31.310308801130212,-5.547200473228435,10
31.0,10.0,1.0,2228.0,5.0,-119.5993647868957,7.028608940053877,-16.40694102829813,10
31.0,5.0,5.0,1977.0,8.0,-91.78012036527306,-59.510670181222864,-5.548395066826064,10
29.0,0.0,5.0,2074.0,1.0,-97.21295636181041,-96.0336587251126,18.51124368384213,10
32.0,11.0,7.0,1867.0,6.0,-31.36040588755772,93.29047085805419,13.6035958779744,10
39.0,10.0,7.0,1335.0,3.0,136.54191654751202,-28.616211956659956,0.3656888192856484,9
26.0,12.0,6.0,2154.0,9.0,-89.21094820794629,53.32835013810431,-16.69892677411138,10
23.0,13.0,10.0,2057.0,1.0,-89.85087209962141,-43.962639111398246,46.86365204600003,10
24.0,11.0,4.0,2238.0,5.0,-123.49718689563392,7.3426257349499595,28.463818236649477,10
26.0,11.0,8.0,2104.0,2.0,-102.0951165229649,-81.2377347012159,14.452691588240619,10
25.0,14.0,9.0,2064.0,7.0,-102.70238825373588,-49.51223717711354,-5.177567239943462,10
26.0,5.0,3.0,2185.0,5.0,-115.66641873297668,-13.355367382946211,-5.840193553578281,10
28.0,15.0,11.0,2181.0,4.0,-111.83863250865716,-54.77568511218494,10.133711814385816,10
31.0,3.0,8.0,1930.0,6.0,-41.60913116436829,84.93605766882807,20.056632453522063,10
30.0,3.0,2.0,2097.0,1.0,-95.96931216724133,-47.76926033827979,42.622610672402935,10
27.0,16.0,1.0,2263.0,0.0,-126.82434025261426,-24.982996941059312,19.039867413959534,10
30.0,11.0,9.0,1318.0,3.0,138.6233130103554,-26.541030436690196,-26.499299883021635,10
32.0,8.0,12.0,1264.0,3.0,151.75298069013087,-25.123309534366562,-3.0573683880784874,10
25.0,17.0,13.0,2032.0,0.0,-81.51946383815056,-39.82385690340807,-16.47783206477668,10
24.0,0.0,11.0,1866.0,1.0,-53.52730443801265,-75.444219571779,37.59456456084972,10
24.0,10.0,2.0,2154.0,5.0,-98.80780924620035,40.26766592080532,-20.620024084405312,10
25.0,18.0,3.0,2118.0,4.0,-108.61381500966279,-59.46349243399955,19.25833896090799,10
26.0,10.0,14.0,1949.0,2.0,-83.74057100225103,-91.9933025884355,-28.828598851609677,10
25.0,4.0,0.0,1274.0,3.0,152.58766635688602,-23.49236249426083,9.85184395135621,10
28.0,5.0,0.0,1998.0,8.0,-70.39475006595644,61.236116249178586,29.1850527960301,10
28.0,5.0,0.0,2206.0,10.0,-104.27458953704489,35.288991297283474,-33.07122542515841,10
25.0,2.0,12.0,2049.0,11.0,-97.35881262774807,-64.8002435362969,-13.84162455225445,10
28.0,19.0,15.0,2078.0,1.0,-95.93060196656218,-65.5419207217447,15.791235982717991,10
28.0,4.0,3.0,1989.0,6.0,-56.30590607842342,81.11769927261199,14.858611285373069,10
29.0,2.0,1.0,2209.0,9.0,-110.12702065512545,45.379861420770254,-6.162630188163898,10
28.0,4.0,10.0,1927.0,0.0,-78.14839332396348,-85.71601772567605,4.494296624528074,10
30.0,6.0,13.0,2035.0,1.0,-97.47228189712789,-68.4826670697031,-26.833025604105536,10
29.0,20.0,13.0,2184.0,8.0,-114.16926965662897,-0.9275422733476814,13.893640042240799,10
32.0,2.0,2.0,2124.0,6.0,-82.83286423672826,67.25090998416857,11.595204176166867,10
30.0,5.0,0.0,1974.0,6.0,-55.84616294561934,68.69992764423708,31.52528357008932,10
33.0,21.0,3.0,2081.0,0.0,-104.03370692385849,-82.35002154640321,-1.506453500730118,10
33.0,5.0,0.0,2073.0,7.0,-98.20922764633198,-17.044977575232345,-7.687065563917761,10
25.0,2.0,1.0,2138.0,5.0,-85.92924701542094,61.50870340728354,31.716429501750284,10
25.0,5.0,1.0,2105.0,7.0,-105.06975228471939,-28.619896101441526,-1.5368426752507327,10
24.0,6.0,4.0,1997.0,1.0,-78.23999617869681,-56.496554024286844,54.81564467502815,10
27.0,10.0,16.0,1948.0,1.0,-69.1171491698768,-51.58594717716359,35.172557899850105,10
26.0,2.0,7.0,2207.0,7.0,-106.36712023235715,44.43764498707261,-6.981274676943965,10
27.0,4.0,3.0,2078.0,1.0,-93.50761940350957,-39.399647862644464,18.445072203415855,10
27.0,5.0,6.0,2099.0,9.0,-81.6922905284717,63.129744418149826,-8.367003115970986,10
30.0,10.0,17.0,1995.0,6.0,-62.97060087065142,75.97291605053188,30.712137744950798,10
30.0,14.0,3.0,2278.0,8.0,-127.1245812421129,40.08203158719234,20.489365990825025,10
27.0,22.0,7.0,2172.0,5.0,-113.0110152115205,3.992320626455439,-1.413196639558703,10
29.0,6.0,18.0,2286.0,10.0,-122.67646730084695,37.2176602220275,0.3987967443301386,10
30.0,6.0,9.0,2079.0,6.0,-79.40260061312445,62.613903770080945,25.990313660528077,10
29.0,9.0,0.0,2129.0,8.0,-112.42966282796638,-16.75785112951671,18.095138990698906,10
31.0,2.0,8.0,2134.0,9.0,-95.87777066040897,50.50315115703278,-1.7780864665640395,10
21.0,4.0,5.0,2001.0,7.0,-81.58964544159913,-61.14247673400192,-5.392221602029556,10
23.0,2.0,5.0,1320.0,3.0,135.91518150610892,-36.55396609819325,-9.459652899799245,10
23.0,6.0,8.0,1991.0,4.0,-85.20479496054504,-76.12441240627403,-3.830548109969484,10
22.0,12.0,5.0,1960.0,7.0,-68.26038471554392,-40.490461323637014,-37.948631172414856,10
25.0,2.0,12.0,2101.0,10.0,-98.4143858788084,-41.36845676173952,14.757622002142288,10
24.0,11.0,1.0,1875.0,6.0,-31.40890584967959,77.82874035136055,13.141478606343858,10
26.0,23.0,13.0,1610.0,6.0,27.16184935048745,107.15452301008665,10.87848264801673,10
25.0,24.0,3.0,2278.0,8.0,-121.9220973876913,33.21010382299779,-4.1387713361035345,10
25.0,5.0,8.0,2129.0,7.0,-100.85337914663684,-2.3107311178832624,3.372821006204257,10
30.0,25.0,1.0,1301.0,3.0,147.50567443880095,-29.550564653772735,-14.821587249446223,10
26.0,26.0,17.0,1638.0,6.0,26.926999887135803,110.56427776842098,-16.670051352194434,10
25.0,4.0,19.0,1247.0,3.0,154.63982600003484,-22.988975423223714,-5.9231398761421215,10
29.0,0.0,5.0,1886.0,6.0,-35.66393462319399,74.3369782974164,21.571608899951116,10
28.0,27.0,4.0,2120.0,8.0,-89.8657511786431,45.92077907428801,37.84723526369675,10
28.0,4.0,14.0,2157.0,2.0,-112.11736370441906,-64.0587802293751,0.5164943467141027,10
26.0,4.0,5.0,2148.0,5.0,-105.27933038618643,-0.7583857378916513,0.3836824122175008,10
28.0,6.0,9.0,2047.0,6.0,-66.77197535558304,73.3051594481085,24.524320903686508,10
28.0,9.0,11.0,2078.0,10.0,-96.86362006074837,-45.96936086167468,18.164116913139633,10
31.0,21.0,17.0,1861.0,1.0,-56.10418461023747,-60.51812736778913,60.8892431932593,10
28.0,5.0,6.0,1984.0,1.0,-74.63301718964355,-40.20779018730127,58.68202103406794,10
30.0,28.0,7.0,1764.0,6.0,-8.075755075304913,88.00509426967814,7.978099633102071,10
29.0,25.0,14.0,1885.0,6.0,-32.32501416982197,83.23446341952146,11.56954999223068,10
30.0,11.0,7.0,2172.0,8.0,-95.5366584457182,50.427387088924434,-0.696600100101303,10
32.0,2.0,11.0,1890.0,6.0,-33.23696713475435,83.90519729123798,14.816321662751513,10
